生徒ID,保護者ID,契約ID,契約ID_存在,請求ID,請求ID_存在,金額,開始日,顧客表記用請求名
213889,8213888,,×,,×,1250,2025/11/01,【E-12】　珠算【7】級+暗【7】級(202509検定)
218516,8218479,,×,,×,500,2025/11/01,【D-07】　珠算【単級受検】14級(202509検定)
219457,8219456,,×,,×,750,2025/11/01,【C-05】　珠算ダブル【16】【15】級(202509検定)
212807,8212805,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
217551,8208647,,×,,×,500,2025/11/01,【D-05】　珠算【単級受検】16級(202509検定)
218624,8218623,,×,,×,750,2025/11/01,【C-07】　珠算ダブル【14】【13】級(202509検定)
215429,8215426,,×,,×,1250,2025/11/01,【E-01】　珠算【8】級+暗【10】級(202509検定)
220826,8220719,,×,,×,500,2025/11/01,【D-07】　珠算【単級受検】14級(202509検定)
221284,8221283,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
207024,8207022,,×,,×,900,2025/11/01,【D-18】　珠算【単級受検】準5級(202509検定)
204991,8201176,,×,,×,900,2025/11/01,【D-21】　珠算【単級受検】4級(202509検定)
208137,8208101,,×,,×,500,2025/11/01,【D-06】　珠算【単級受検】15級(202509検定)
216995,8216986,,×,,×,500,2025/11/01,【D-07】　珠算【単級受検】14級(202509検定)
214224,8214223,,×,,×,1550,2025/11/01,【E-27】　珠算【準6】級+暗【6】級(202509検定)
216752,8206534,,×,,×,750,2025/11/01,【D-11】　珠算【単級受検】10級(202509検定)
221492,8221491,,×,,×,1750,2025/11/01,【B-08】　珠算トリプル【13】【12】【11】級(202509検定)
215655,8215654,,×,,×,500,2025/11/01,【D-08】　珠算【単級受検】13級(202509検定)
202018,8202017,,×,,×,900,2025/11/01,【D-17】　珠算【単級受検】6級(202509検定)
216336,8201390,,×,,×,750,2025/11/01,【C-06】　珠算ダブル【15】【14】級(202509検定)
221079,8220784,,×,,×,500,2025/11/01,【D-03】　珠算【単級受検】18級(202509検定)
14157,8110975,,×,,×,1000,2025/11/01,【D-22】　珠算【単級受検】準3級(202509検定)※2回目以降
215797,8215764,,×,,×,1250,2025/11/01,【E-07】　珠算【準7】級+暗【8】級(202509検定)
215612,8215610,,×,,×,750,2025/11/01,【D-09】　珠算【単級受検】12級(202509検定)
206246,8104930,,×,,×,1550,2025/11/01,【E-28】　珠算【6】級+暗【6】級(202509検定)
215775,8215774,,×,,×,1250,2025/11/01,【E-05】　珠算【準7】級+暗【10】級(202509検定)
208957,8208806,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
219966,8219965,,×,,×,1250,2025/11/01,【E-06】　珠算【準7】級+暗【9】級(202509検定)
201456,8111754,,×,,×,1550,2025/11/01,【E-36】　珠算【準4】級+暗【6】級(202509検定)
221166,8221116,,×,,×,1750,2025/11/01,【B-08】　珠算トリプル【13】【12】【11】級(202509検定)
217178,8217125,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
222848,8222847,,×,,×,500,2025/11/01,【A-01】　珠算チェック【20】【19】【18】級(202509検定)
16327,8103069,,×,,×,1500,2025/11/01,【D-24】　珠算【単級受検】準2級(202509検定)
215348,8206000,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
215924,8215923,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
220623,8220622,,×,,×,1750,2025/11/01,【B-08】　珠算トリプル【13】【12】【11】級(202509検定)
220100,8220099,,×,,×,500,2025/11/01,【D-03】　珠算【単級受検】18級(202509検定)
218172,8214675,,×,,×,1750,2025/11/01,【B-08】　珠算トリプル【13】【12】【11】級(202509検定)
217363,8217362,,×,,×,750,2025/11/01,【D-14】　珠算【単級受検】準７級(202509検定)
215851,8214085,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
202570,8202569,,×,,×,1200,2025/11/01,【D-22】　珠算【単級受検】準3級(202509検定)
221140,8221139,,×,,×,1250,2025/11/01,【B-07】　珠算トリプル【14】【13】【12】級(202509検定)
217374,8217373,,×,,×,500,2025/11/01,【D-06】　珠算【単級受検】15級(202509検定)
15430,8111939,,×,,×,750,2025/11/01,【F-09】　暗算 【2】級(202509検定)
213858,8208710,,×,,×,500,2025/11/01,【F-01】　暗算 【10】級(202509検定)
215938,8206693,,×,,×,900,2025/11/01,【D-17】　珠算【単級受検】6級(202509検定)
220327,8220113,,×,,×,750,2025/11/01,【C-04】　珠算ダブル【17】【16】級(202509検定)
218314,8218313,,×,,×,1500,2025/11/01,【C-09】　珠算ダブル【12】【11】級(202509検定)
213754,8213752,,×,,×,1000,2025/11/01,【C-08】　珠算ダブル【13】【12】級(202509検定)
220207,8207743,,×,,×,750,2025/11/01,【C-01】　珠算ダブル【20】【19】級(202509検定)
215802,8215744,,×,,×,900,2025/11/01,【D-21】　珠算【単級受検】4級(202509検定)
212543,8212542,,×,,×,750,2025/11/01,【D-14】　珠算【単級受検】準７級(202509検定)
218692,8218691,,×,,×,500,2025/11/01,【F-01】　暗算 【10】級(202509検定)
201391,8201390,,×,,×,2000,2025/11/01,【D-26】　珠算【単級受検】2級(202509検定)
221587,8221586,,×,,×,1000,2025/11/01,【B-04】　珠算トリプル【17】【16】【15】級(202509検定)
213483,8200220,,×,,×,650,2025/11/01,【F-07】　暗算 【4】級(202509検定)
220410,8220409,,×,,×,500,2025/11/01,【D-03】　珠算【単級受検】18級(202509検定)
16089,8112417,,×,,×,500,2025/11/01,【D-05】　珠算【単級受検】16級(202509検定)
201584,8111401,,×,,×,500,2025/11/01,【F-01】　暗算 【10】級(202509検定)
205819,8203262,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
215681,8215680,,×,,×,1400,2025/11/01,【E-18】　珠算【6】級+暗【9】級(202509検定)
212448,8102522,,×,,×,1250,2025/11/01,【E-11】　珠算【7】級+暗【8】級(202509検定)
217334,8217332,,×,,×,1250,2025/11/01,【E-11】　珠算【7】級+暗【8】級(202509検定)
218535,8218328,,×,,×,1750,2025/11/01,【B-08】　珠算トリプル【13】【12】【11】級(202509検定)
220103,8219829,,×,,×,500,2025/11/01,【D-05】　珠算【単級受検】16級(202509検定)
219602,8219601,,×,,×,500,2025/11/01,【D-06】　珠算【単級受検】15級(202509検定)
220826,8220719,,×,,×,750,2025/11/01,【D-11】　珠算【単級受検】10級(202509検定)
211111,8211099,,×,,×,1550,2025/11/01,【E-28】　珠算【6】級+暗【6】級(202509検定)
222049,8222047,,×,,×,750,2025/11/01,【C-02】　珠算ダブル【19】【18】級(202509検定)
205271,8205241,,×,,×,1200,2025/11/01,【D-22】　珠算【単級受検】準3級(202509検定)
218516,8218479,,×,,×,1750,2025/11/01,【B-08】　珠算トリプル【13】【12】【11】級(202509検定)
218372,8218371,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
205214,8112212,,×,,×,900,2025/11/01,【D-19】　珠算【単級受検】5級(202509検定)
214832,8212373,,×,,×,1250,2025/11/01,【E-07】　珠算【準7】級+暗【8】級(202509検定)
221495,8211789,,×,,×,750,2025/11/01,【C-04】　珠算ダブル【17】【16】級(202509検定)
212436,8211789,,×,,×,900,2025/11/01,【D-17】　珠算【単級受検】6級(202509検定)
221332,8220437,,×,,×,500,2025/11/01,【D-02】　珠算【単級受検】19級(202509検定)
15472,8102638,,×,,×,1000,2025/11/01,【D-26】　珠算【単級受検】2級(202509検定)※2回目以降
222829,8222828,,×,,×,500,2025/11/01,【A-01】　珠算チェック【20】【19】【18】級(202509検定)
213192,8213191,,×,,×,1250,2025/11/01,【E-10】　珠算【7】級+暗【9】級(202509検定)
219479,8219477,,×,,×,1250,2025/11/01,【E-11】　珠算【7】級+暗【8】級(202509検定)
202186,8112324,,×,,×,750,2025/11/01,【D-11】　珠算【単級受検】10級(202509検定)
208563,8208561,,×,,×,500,2025/11/01,【F-02】　暗算 【9】級(202509検定)
222645,8222643,,×,,×,500,2025/11/01,【A-01】　珠算チェック【20】【19】【18】級(202509検定)
217671,8217670,,×,,×,1250,2025/11/01,【E-09】　珠算【7】級+暗【10】級(202509検定)
12239,8101514,,×,,×,2000,2025/11/01,【D-26】　珠算【単級受検】2級(202509検定)
210658,8208779,,×,,×,1000,2025/11/01,【D-22】　珠算【単級受検】準3級(202509検定)※2回目以降
220947,8215846,,×,,×,1000,2025/11/01,【B-04】　珠算トリプル【17】【16】【15】級(202509検定)
211683,8211682,,×,,×,900,2025/11/01,【D-21】　珠算【単級受検】4級(202509検定)
202586,8103957,,×,,×,900,2025/11/01,【D-16】　珠算【単級受検】準6級(202509検定)
222176,8221916,,×,,×,1000,2025/11/01,【B-01】　珠算トリプル【20】【19】【18】級(202509検定)
216388,8213752,,×,,×,500,2025/11/01,【D-05】　珠算【単級受検】16級(202509検定)
207148,8207147,,×,,×,1550,2025/11/01,【E-40】　珠算【4】級+暗【5】級(202509検定)
213595,8112210,,×,,×,1250,2025/11/01,【E-02】　珠算【8】級+暗【9】級(202509検定)
201826,8103439,,×,,×,1500,2025/11/01,【D-24】　珠算【単級受検】準2級(202509検定)
217963,8217962,,×,,×,750,2025/11/01,【D-11】　珠算【単級受検】10級(202509検定)
215796,8215766,,×,,×,500,2025/11/01,【F-02】　暗算 【9】級(202509検定)
221780,8211104,,×,,×,500,2025/11/01,【D-02】　珠算【単級受検】19級(202509検定)
206822,8111319,,×,,×,1500,2025/11/01,【C-09】　珠算ダブル【12】【11】級(202509検定)
204979,8204978,,×,,×,900,2025/11/01,【D-18】　珠算【単級受検】準5級(202509検定)
214113,8214112,,×,,×,750,2025/11/01,【D-13】　珠算【単級受検】8級(202509検定)
202363,8202115,,×,,×,2000,2025/11/01,【D-26】　珠算【単級受検】2級(202509検定)
14276,8111073,,×,,×,1000,2025/11/01,【D-25】　珠算【単級受検】準1級(202509検定)※2回目以降
216588,8216587,,×,,×,900,2025/11/01,【D-17】　珠算【単級受検】6級(202509検定)
222756,8222755,,×,,×,500,2025/11/01,【A-01】　珠算チェック【20】【19】【18】級(202509検定)
213204,8213202,,×,,×,1250,2025/11/01,【E-09】　珠算【7】級+暗【10】級(202509検定)
215027,8215026,,×,,×,1550,2025/11/01,【E-30】　珠算【準5】級+暗【6】級(202509検定)
213068,8213059,,×,,×,500,2025/11/01,【D-06】　珠算【単級受検】15級(202509検定)
206255,8111826,,×,,×,900,2025/11/01,【D-19】　珠算【単級受検】5級(202509検定)
217142,8202349,,×,,×,1400,2025/11/01,【E-19】　珠算【6】級+暗【8】級(202509検定)
216306,8200540,,×,,×,500,2025/11/01,【D-06】　珠算【単級受検】15級(202509検定)
15796,8100123,,×,,×,1200,2025/11/01,【D-22】　珠算【単級受検】準3級(202509検定)
222159,8222157,,×,,×,1000,2025/11/01,【B-02】　珠算トリプル【19】【18】【17】級(202509検定)
220564,8220563,,×,,×,1000,2025/11/01,【B-06】　珠算トリプル【15】【14】【13】級(202509検定)
202772,8111942,,×,,×,1400,2025/11/01,【E-16】　珠算【準6】級+暗【8】級(202509検定)
221006,8220921,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
219951,8219950,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
218828,8218827,,×,,×,750,2025/11/01,【D-10】　珠算【単級受検】11級(202509検定)
208854,8208207,,×,,×,1400,2025/11/01,【E-15】　珠算【準6】級+暗【9】級(202509検定)
203356,8203355,,×,,×,650,2025/11/01,【F-06】　暗算 【5】級(202509検定)
220984,8220983,,×,,×,750,2025/11/01,【D-13】　珠算【単級受検】8級(202509検定)
217690,8217689,,×,,×,1400,2025/11/01,【E-15】　珠算【準6】級+暗【9】級(202509検定)
201886,8101086,,×,,×,900,2025/11/01,【D-21】　珠算【単級受検】4級(202509検定)
219531,8203956,,×,,×,1250,2025/11/01,【E-06】　珠算【準7】級+暗【9】級(202509検定)
207504,8207502,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
222759,8222758,,×,,×,500,2025/11/01,【A-01】　珠算チェック【20】【19】【18】級(202509検定)
212544,8212542,,×,,×,1400,2025/11/01,【E-20】　珠算【6】級+暗【7】級(202509検定)
215495,8204255,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
215410,8215376,,×,,×,1400,2025/11/01,【E-19】　珠算【6】級+暗【8】級(202509検定)
221307,8221306,,×,,×,500,2025/11/01,【D-03】　珠算【単級受検】18級(202509検定)
208641,8207690,,×,,×,500,2025/11/01,【F-01】　暗算 【10】級(202509検定)
222175,8221916,,×,,×,1000,2025/11/01,【B-04】　珠算トリプル【17】【16】【15】級(202509検定)
213528,8204480,,×,,×,900,2025/11/01,【D-19】　珠算【単級受検】5級(202509検定)
218389,8218388,,×,,×,500,2025/11/01,【D-03】　珠算【単級受検】18級(202509検定)
214745,8214744,,×,,×,900,2025/11/01,【D-17】　珠算【単級受検】6級(202509検定)
216461,8216459,,×,,×,1400,2025/11/01,【E-16】　珠算【準6】級+暗【8】級(202509検定)
213631,8200074,,×,,×,500,2025/11/01,【F-01】　暗算 【10】級(202509検定)
220411,8220408,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
216948,8216947,,×,,×,1400,2025/11/01,【E-16】　珠算【準6】級+暗【8】級(202509検定)
202409,8201941,,×,,×,650,2025/11/01,【F-06】　暗算 【5】級(202509検定)
216821,8216820,,×,,×,750,2025/11/01,【D-11】　珠算【単級受検】10級(202509検定)
217562,8217559,,×,,×,1250,2025/11/01,【E-05】　珠算【準7】級+暗【10】級(202509検定)
213594,8112210,,×,,×,750,2025/11/01,【D-14】　珠算【単級受検】準７級(202509検定)
210763,8210762,,×,,×,1000,2025/11/01,【D-23】　珠算【単級受検】3級(202509検定)※2回目以降
210952,8210951,,×,,×,900,2025/11/01,【D-20】　珠算【単級受検】準4級(202509検定)
220941,8220922,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
219594,8219593,,×,,×,750,2025/11/01,【D-12】　珠算【単級受検】9級(202509検定)
213617,8103490,,×,,×,1400,2025/11/01,【E-20】　珠算【6】級+暗【7】級(202509検定)
203276,8203246,,×,,×,2000,2025/11/01,【D-26】　珠算【単級受検】2級(202509検定)
219811,8218228,,×,,×,750,2025/11/01,【C-06】　珠算ダブル【15】【14】級(202509検定)
210718,8209039,,×,,×,750,2025/11/01,【C-04】　珠算ダブル【17】【16】級(202509検定)
219814,8219812,,×,,×,500,2025/11/01,【D-04】　珠算【単級受検】17級(202509検定)
214304,8204978,,×,,×,1250,2025/11/01,【E-05】　珠算【準7】級+暗【10】級(202509検定)
220315,8220311,,×,,×,500,2025/11/01,【D-01】　珠算【単級受検】20級(202509検定)
208830,8208423,,×,,×,500,2025/11/01,【D-05】　珠算【単級受検】16級(202509検定)
216997,8216931,,×,,×,750,2025/11/01,【C-06】　珠算ダブル【15】【14】級(202509検定)
