請求ID,有無,作業内容,リスト化,対象,保護者ID,生徒ID,対象　契約ID,対象　請求ID,対象　同ブランド,対象　チケットID,対象カテゴリー,請求カテゴリー区分,金額,請求単位,税区分,複数個,繰り返し,自動請求,開始日,終了日,顧客表記用請求名（契約、請求IDの請求は、そのすぐ下に表記）,終了条件,社長のIF文用備考,請求申請者申請許可,返金時の注意,元請求月謝,登録日時,登録ユーザー,最終更新日時,最終更新ユーザー
AB0000003837,1,1,1,1,8223434,223435,24INT_1000058,24INT_1000058_61,アンインターナショナル,,入会時教材費,88,17000,円,3,,1,1,2025/12/01,2025/12/31,入会時_【教材費】（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003839,1,1,1,1,8223434,223435,24INT_1000058,24INT_1000058_50,アンインターナショナル,,入会時授業料A,85,26000,円,3,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003836,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003834,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_54,アンそろばんクラブ,,入会時月会費,86,700,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003832,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_8,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003830,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003833,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_50,アンそろばんクラブ,,入会時授業料A,85,3500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003831,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_7,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003835,1,1,1,1,8223738,223739,24SOR_1000005,24SOR_1000005_55,アンそろばんクラブ,,入会時設備費,87,500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003828,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003829,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_54,アンそろばんクラブ,,入会時月会費,86,700,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003825,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_8,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003826,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_50,アンそろばんクラブ,,入会時授業料A,85,3500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003827,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_55,アンそろばんクラブ,,入会時設備費,87,500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003823,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003824,1,1,1,1,8889397,2222550,24SOR_1000005,24SOR_1000005_7,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003821,1,1,1,1,8889269,2222537,24SOR_1000038,24SOR_1000038_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003820,1,1,1,1,8889269,2222537,24SOR_1000038,24SOR_1000038_5,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003819,1,1,1,1,8889269,2222537,24SOR_1000038,24SOR_1000038_4,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003822,1,1,1,1,8889269,2222537,24SOR_1000038,24SOR_1000038_50,アンそろばんクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003817,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_55,アンそろばんクラブ,,入会時設備費,87,500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003814,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_8,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003815,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_50,アンそろばんクラブ,,入会時授業料A,85,3500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003812,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003816,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_54,アンそろばんクラブ,,入会時月会費,86,700,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003818,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003813,1,1,1,1,8889269,2222536,24SOR_1000005,24SOR_1000005_7,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003811,1,1,1,2,8206383,206384,,,その他,,1,0,12000,円,2,,1,0,2025/12/01,2025/12/31,日本習字認定証4通,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003810,1,1,1,2,8111228,211401,,,その他,,1,0,200,円,1,,1,0,2025/12/01,2025/12/31,アン進学ジム小学部【月会費】（11月差額分）,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003809,1,1,1,2,8111228,211401,,,その他,,1,0,3000,円,1,,1,0,2025/12/01,2025/12/31,アン進学ジム小学部【授業料】小4 進学ジム 週1コマ（11月差額分）,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003807,1,1,1,1,8112842,2222518,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,6000,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】White,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003806,1,1,1,1,8112842,2222518,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003808,1,1,1,1,8112842,2222518,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003797,1,1,1,1,8889329,2222540,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,6000,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】White,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003798,1,1,1,1,8889329,2222540,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003796,1,1,1,1,8889329,2222540,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003793,1,1,1,1,8221844,223818,24SOR_1000038,24SOR_1000038_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003791,1,1,1,1,8221844,223818,24SOR_1000038,24SOR_1000038_4,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003795,1,1,1,1,8221844,223818,24SOR_1000038,24SOR_1000038_50,アンそろばんクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003794,1,1,1,1,8221844,223818,24SOR_1000038,24SOR_1000038_61,アンそろばんクラブ,,入会時教材費,88,750,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 月払い,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003792,1,1,1,1,8221844,223818,24SOR_1000038,24SOR_1000038_5,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003789,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_55,アンそろばんクラブ,,入会時設備費,87,500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003784,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003786,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_7,アンそろばんクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003787,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_50,アンそろばんクラブ,,入会時授業料A,85,3500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003788,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_54,アンそろばんクラブ,,入会時月会費,86,700,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003785,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_8,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003790,1,1,1,1,8112792,2222565,24SOR_1000005,24SOR_1000005_60,アンそろばんクラブ,,入会時教材費,88,2500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003783,1,1,1,2,8205027,205467,,,その他,,1,0,800,円,1,,1,0,2025/12/01,2025/12/31,座席確保休会登録の為【12月分】,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003782,1,1,1,2,8205027,205467,,,その他,,1,0,800,円,1,,1,0,2025/12/01,2025/12/31,座席確保休会登録の為【11月分】,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003778,1,1,1,1,8214675,218171,24AEC_1000015,24AEC_1000015_50,アンイングリッシュクラブ,,入会時授業料A,85,5980,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003781,1,1,1,1,8214675,218171,24AEC_1000015,24AEC_1000015_60,アンイングリッシュクラブ,,入会時教材費,88,6000,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】Red,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003779,1,1,1,1,8214675,218171,24AEC_1000015,24AEC_1000015_54,アンイングリッシュクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003780,1,1,1,1,8214675,218171,24AEC_1000015,24AEC_1000015_55,アンイングリッシュクラブ,,入会時設備費,87,500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003777,1,1,1,1,8214675,218171,24AEC_1000015,24AEC_1000015_6,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003772,1,1,1,2,8222692,222694,,,その他,,1,0,8000,円,1,,1,0,2025/12/01,2025/12/31,【８月未請求分】アンまなびワールド夏期講習費,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003771,1,1,1,2,8222202,222226,,,その他,,1,0,8000,円,1,,1,0,2025/12/01,2025/12/31,【8月未請求分】アンまなびワールド夏期講習費,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003770,1,1,1,2,8223747,223752,,,その他,,1,0,500,円,1,,1,0,2025/12/01,2025/12/31,11月分 カルチャー【設備費】,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003769,1,1,1,1,8204078,219682,24SOR_1000024,24SOR_1000024_60,アンまなびワールド,,入会時教材費,88,3000,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】 半年払い（4月・10月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003768,1,1,1,1,8204078,219682,24SOR_1000024,24SOR_1000024_8,アンまなびワールド,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003767,1,1,1,1,8204078,219682,24SOR_1000024,24SOR_1000024_7,アンまなびワールド,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003766,1,1,1,2,8222804,222808,,,その他,,1,0,2908,円,1,,1,0,2025/12/01,2025/12/31,入会時_当月分【授業料】(前払い制の為) _ ２回分,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003765,1,1,1,2,8219511,219512,,,その他,,1,0,6600,円,1,,1,0,2025/12/01,2025/12/31,月会費2025年9月～11月分,１回だけ,,,,2025/12/01,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003761,1,1,1,1,8222804,222808,24PRO_1000005,24PRO_1000005_50,アンプログラミングクラブ,,入会時授業料A,85,4800,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003764,1,1,1,1,8222804,222808,24PRO_1000005,24PRO_1000005_61,アンプログラミングクラブ,,入会時教材費,88,5000,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】マイクラコース 教材（4月・10月 ）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003763,1,1,1,1,8222804,222808,24PRO_1000005,24PRO_1000005_55,アンプログラミングクラブ,,入会時設備費,87,500,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003762,1,1,1,1,8222804,222808,24PRO_1000005,24PRO_1000005_54,アンプログラミングクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【月会費】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003760,1,1,1,1,8401586,2222558,24BMC_1000027,24BMC_1000027_60,アン美文字クラブ,,入会時教材費,88,1500,円,1,,1,1,2025/12/01,2025/12/31,入会時_【教材費】【硬筆】教材（4月・8月・12月）,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003758,1,1,1,1,8401586,2222558,24BMC_1000027,24BMC_1000027_3,アン美文字クラブ,,バッグ,81,0,円,1,,1,1,2025/12/01,2025/12/31,アン美文字クラブ【バッグ】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003759,1,1,1,1,8401586,2222558,24BMC_1000027,24BMC_1000027_50,アン美文字クラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/12/01,2025/12/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003750,1,1,1,1,8223678,223679,24SOR_1000005,24SOR_1000005_6,アンそろばんクラブ,,入会金,80,5000,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【入会金】,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
AB0000003752,1,1,1,1,8223678,223679,24SOR_1000005,24SOR_1000005_8,アンそろばんクラブ,,そろばん本体代,82,0,円,1,,1,1,2025/12/01,2025/12/31,アンそろばんクラブ【本体代】初回プレゼント,１回だけ,,,,,2025-11-04 05:57:55.970186,,2025-11-04 05:57:55.970186,
